test_loss,test_acc,test_auc,test_macro_f1,test_micro_f1,test_prec,test_rec,train_size,iteration
0.7022148609161377,0.8160427808761597,0.6296788275241851,0.3836327910423279,0.8160427808761597,0.8160427808761597,0.8160427808761597,100,0
0.579535287618637,0.8224598884582519,0.7895382761955261,0.3903621733188629,0.8224598884582519,0.8224598884582519,0.8224598884582519,100,1
0.8462480306625366,0.814973258972168,0.5669317960739135,0.33047767281532286,0.814973258972168,0.814973258972168,0.814973258972168,100,2
0.7254783987998963,0.8160427808761597,0.6898750782012939,0.35766451358795165,0.8160427808761597,0.8160427808761597,0.8160427808761597,100,3
0.9150482773780823,0.8139037370681763,0.5433983683586121,0.315776389837265,0.8139037370681763,0.8139037370681763,0.8139037370681763,100,4
0.9126105070114136,0.8160427689552308,0.49802114367485045,0.3146081805229187,0.8160427689552308,0.8160427689552308,0.8160427689552308,100,5
0.7399375021457673,0.8160427927970886,0.7235275626182556,0.3794567346572876,0.8160427927970886,0.8160427927970886,0.8160427927970886,100,6
0.48388673067092897,0.8331550836563111,0.8186569929122924,0.41776989698410033,0.8331550836563111,0.8331550836563111,0.8331550836563111,100,7
0.9012097358703614,0.8032085537910462,0.5762294471263886,0.35575141906738283,0.8032085537910462,0.8032085537910462,0.8032085537910462,100,8
0.8250961542129517,0.8160427808761597,0.5320924341678619,0.3201355814933777,0.8160427808761597,0.8160427808761597,0.8160427808761597,100,9
0.6857944190502167,0.8117646932601928,0.6887240409851074,0.3665863394737244,0.8117646932601928,0.8117646932601928,0.8117646932601928,150,0
0.603184562921524,0.8085561633110047,0.7213980197906494,0.36228311657905576,0.8085561633110047,0.8085561633110047,0.8085561633110047,150,1
0.7337594509124756,0.8010695099830627,0.6988040685653687,0.3800719141960144,0.8010695099830627,0.8010695099830627,0.8010695099830627,150,2
0.6359219431877137,0.8256684422492981,0.731130850315094,0.3684543967247009,0.8256684422492981,0.8256684422492981,0.8256684422492981,150,3
0.8907441020011901,0.8203208565711975,0.5570061326026916,0.3478920817375183,0.8203208565711975,0.8203208565711975,0.8203208565711975,150,4
0.7862571179866791,0.7807486534118653,0.7104511797428131,0.3594487071037292,0.7807486534118653,0.7807486534118653,0.7807486534118653,150,5
0.6092036128044128,0.8278074979782104,0.8142338633537293,0.40854660272598264,0.8278074979782104,0.8278074979782104,0.8278074979782104,150,6
0.6228276312351226,0.818181824684143,0.7138846516609192,0.406312096118927,0.818181824684143,0.818181824684143,0.818181824684143,150,7
0.5317823886871338,0.8224599003791809,0.8531327843666077,0.4282563626766205,0.8224599003791809,0.8224599003791809,0.8224599003791809,150,8
0.5366963565349578,0.8203208684921265,0.7656533241271972,0.40445042252540586,0.8203208684921265,0.8203208684921265,0.8203208684921265,150,9
0.7255330920219422,0.8213903784751893,0.6389154314994812,0.34518359899520873,0.8213903784751893,0.8213903784751893,0.8213903784751893,200,0
0.840001004934311,0.8203208446502686,0.6559692203998566,0.37664682865142823,0.8203208446502686,0.8203208446502686,0.8203208446502686,200,1
0.5445120751857757,0.8245989322662354,0.867138147354126,0.4334425091743469,0.8245989322662354,0.8245989322662354,0.8245989322662354,200,2
0.6472687184810638,0.8224598884582519,0.7913579225540162,0.41803033351898194,0.8224598884582519,0.8224598884582519,0.8224598884582519,200,3
0.496047705411911,0.8352941155433655,0.8424783110618591,0.4664457678794861,0.8352941155433655,0.8352941155433655,0.8352941155433655,200,4
0.5674405634403229,0.8342246055603028,0.7592143893241883,0.389697802066803,0.8342246055603028,0.8342246055603028,0.8342246055603028,200,5
0.5431356310844422,0.829946506023407,0.8200521111488343,0.39255006313323976,0.829946506023407,0.829946506023407,0.829946506023407,200,6
0.48113757371902466,0.8299465179443359,0.8047070622444152,0.44295516014099123,0.8299465179443359,0.8299465179443359,0.8299465179443359,200,7
0.5135470986366272,0.8149732708930969,0.7938477993011475,0.4273085594177246,0.8149732708930969,0.8149732708930969,0.8149732708930969,200,8
0.5651449084281921,0.8299465179443359,0.7875003457069397,0.42107056379318236,0.8299465179443359,0.8299465179443359,0.8299465179443359,200,9
0.5048203706741333,0.8363636374473572,0.8870173692703247,0.4028288722038269,0.8363636374473572,0.8363636374473572,0.8363636374473572,250,0
0.4712230682373047,0.8213903784751893,0.848949933052063,0.4201756536960602,0.8213903784751893,0.8213903784751893,0.8213903784751893,250,1
0.6345129668712616,0.8481283545494079,0.7537649869918823,0.42612579464912415,0.8481283545494079,0.8481283545494079,0.8481283545494079,250,2
0.644053864479065,0.844919764995575,0.7159869909286499,0.44377450942993163,0.844919764995575,0.844919764995575,0.844919764995575,250,3
0.5852703928947449,0.8374331593513489,0.8366533279418945,0.4052099049091339,0.8374331593513489,0.8374331593513489,0.8374331593513489,250,4
0.5341653943061828,0.8288770079612732,0.8322535276412963,0.4619204878807068,0.8288770079612732,0.8288770079612732,0.8288770079612732,250,5
0.6741433203220367,0.8117647051811219,0.7548748970031738,0.4281006157398224,0.8117647051811219,0.8117647051811219,0.8117647051811219,250,6
0.5362674474716187,0.8203208565711975,0.8299429893493653,0.38671162724494934,0.8203208565711975,0.8203208565711975,0.8203208565711975,250,7
0.6137361466884613,0.8342246174812317,0.8280057311058044,0.4146520674228668,0.8342246174812317,0.8342246174812317,0.8342246174812317,250,8
0.7334953367710113,0.8192513346672058,0.6860375523567199,0.35894914269447326,0.8192513346672058,0.8192513346672058,0.8192513346672058,250,9
0.650640857219696,0.8331550836563111,0.761687982082367,0.4037128508090973,0.8331550836563111,0.8331550836563111,0.8331550836563111,300,0
0.6302870571613312,0.807486629486084,0.824506425857544,0.4117158353328705,0.807486629486084,0.807486629486084,0.807486629486084,300,1
0.5975731313228607,0.8331550717353821,0.8076602220535278,0.42862645983695985,0.8331550717353821,0.8331550717353821,0.8331550717353821,300,2
0.4950920820236206,0.8267379879951477,0.8240583181381226,0.40436801314353943,0.8267379879951477,0.8267379879951477,0.8267379879951477,300,3
0.4912363052368164,0.8352941155433655,0.8637496709823609,0.4480533182621002,0.8352941155433655,0.8352941155433655,0.8352941155433655,300,4
0.566287100315094,0.8299465179443359,0.7968765735626221,0.41217914819717405,0.8299465179443359,0.8299465179443359,0.8299465179443359,300,5
0.5257933914661408,0.8320855617523193,0.826577079296112,0.4194710314273834,0.8320855617523193,0.8320855617523193,0.8320855617523193,300,6
0.4926155745983124,0.8042780637741089,0.8637074112892151,0.45032463073730467,0.8042780637741089,0.8042780637741089,0.8042780637741089,300,7
0.5322482824325562,0.8042780756950378,0.8069565773010254,0.4014209806919098,0.8042780756950378,0.8042780756950378,0.8042780756950378,300,8
0.552359277009964,0.8556149721145629,0.8321904540061951,0.4672861635684967,0.8556149721145629,0.8556149721145629,0.8556149721145629,300,9
0.465828949213028,0.8235293984413147,0.8606451630592347,0.47855919003486636,0.8235293984413147,0.8235293984413147,0.8235293984413147,350,0
0.5082032799720764,0.8288770079612732,0.8718769311904907,0.42088277339935304,0.8288770079612732,0.8288770079612732,0.8288770079612732,350,1
0.596728402376175,0.8299465179443359,0.8072596073150635,0.4205623149871826,0.8299465179443359,0.8299465179443359,0.8299465179443359,350,2
0.4204715847969055,0.8267379641532898,0.8684154152870178,0.4203214704990387,0.8267379641532898,0.8267379641532898,0.8267379641532898,350,3
0.6383490443229676,0.8245989084243774,0.8318627715110779,0.40934581160545347,0.8245989084243774,0.8245989084243774,0.8245989084243774,350,4
0.5503498494625092,0.8342245936393737,0.863810932636261,0.4701219856739044,0.8342245936393737,0.8342245936393737,0.8342245936393737,350,5
0.4919983923435211,0.8213903546333313,0.8376462578773498,0.4057170331478119,0.8213903546333313,0.8213903546333313,0.8213903546333313,350,6
0.5574398338794708,0.8288769960403443,0.759775823354721,0.43096947073936465,0.8288769960403443,0.8288769960403443,0.8288769960403443,350,7
0.5007808148860932,0.8352941155433655,0.8629340410232544,0.4614787757396698,0.8352941155433655,0.8352941155433655,0.8352941155433655,350,8
0.5343047916889191,0.8181818127632141,0.7842079758644104,0.42886770963668824,0.8181818127632141,0.8181818127632141,0.8181818127632141,350,9
0.646954882144928,0.8256684422492981,0.733142352104187,0.4111171782016754,0.8256684422492981,0.8256684422492981,0.8256684422492981,400,0
0.529581081867218,0.8224599003791809,0.8478494882583618,0.4182025372982025,0.8224599003791809,0.8224599003791809,0.8224599003791809,400,1
0.5675932765007019,0.8406417012214661,0.8095648467540741,0.42515749335289,0.8406417012214661,0.8406417012214661,0.8406417012214661,400,2
0.49670053124427793,0.8331550836563111,0.8781259655952454,0.4400380373001099,0.8331550836563111,0.8331550836563111,0.8331550836563111,400,3
0.5303452730178833,0.8213903903961182,0.8469269752502442,0.3804670572280884,0.8213903903961182,0.8213903903961182,0.8213903903961182,400,4
0.6164981842041015,0.84812833070755,0.8014500617980957,0.4294518530368805,0.84812833070755,0.84812833070755,0.84812833070755,400,5
0.5597155153751373,0.8395721912384033,0.8355318307876587,0.4460161864757538,0.8395721912384033,0.8395721912384033,0.8395721912384033,400,6
0.5949151396751404,0.8438502669334411,0.8558831930160522,0.4631110608577728,0.8438502669334411,0.8438502669334411,0.8438502669334411,400,7
0.6967850625514984,0.8449197769165039,0.7767388582229614,0.4468496561050415,0.8449197769165039,0.8449197769165039,0.8449197769165039,400,8
0.6222898364067078,0.8342245936393737,0.8827716708183289,0.4503612041473389,0.8342245936393737,0.8342245936393737,0.8342245936393737,400,9
0.4677149474620819,0.8438502550125122,0.8810665726661682,0.5138742029666901,0.8438502550125122,0.8438502550125122,0.8438502550125122,450,0
0.692387479543686,0.807486641407013,0.87201087474823,0.46812068223953246,0.807486641407013,0.807486641407013,0.807486641407013,450,1
0.507587331533432,0.8320855617523193,0.8726838588714599,0.44561516046524047,0.8320855617523193,0.8320855617523193,0.8320855617523193,450,2
0.5479425191879272,0.8310160398483276,0.8615004777908325,0.46417803764343263,0.8310160398483276,0.8310160398483276,0.8310160398483276,450,3
0.5042216181755066,0.8427807569503785,0.871725344657898,0.5152056574821472,0.8427807569503785,0.8427807569503785,0.8427807569503785,450,4
0.5182768344879151,0.8288770079612732,0.8445647120475769,0.4249198377132416,0.8288770079612732,0.8288770079612732,0.8288770079612732,450,5
0.6249957144260406,0.8342246055603028,0.8553104519844055,0.46295971274375913,0.8342246055603028,0.8342246055603028,0.8342246055603028,450,6
0.5521506249904633,0.8406417012214661,0.8659603476524353,0.44538187980651855,0.8406417012214661,0.8406417012214661,0.8406417012214661,450,7
0.570646983385086,0.8299465179443359,0.8640452265739441,0.4336021602153778,0.8299465179443359,0.8299465179443359,0.8299465179443359,450,8
0.6018897831439972,0.8363636374473572,0.8416792035102845,0.5112047255039215,0.8363636374473572,0.8363636374473572,0.8363636374473572,450,9
0.6303755581378937,0.8320855617523193,0.8352548241615295,0.43493176698684693,0.8320855617523193,0.8320855617523193,0.8320855617523193,500,0
0.4789821028709412,0.8288770198822022,0.870219612121582,0.46049293875694275,0.8288770198822022,0.8288770198822022,0.8288770198822022,500,1
0.550618702173233,0.8299465298652648,0.8428147792816162,0.4346705675125122,0.8299465298652648,0.8299465298652648,0.8299465298652648,500,2
0.5965969026088714,0.8331550836563111,0.843705701828003,0.4702130675315857,0.8331550836563111,0.8331550836563111,0.8331550836563111,500,3
0.48260239958763124,0.8288769960403443,0.8939696311950683,0.4572048246860504,0.8288769960403443,0.8288769960403443,0.8288769960403443,500,4
0.5337221384048462,0.8363636374473572,0.8617879509925842,0.42457039952278136,0.8363636374473572,0.8363636374473572,0.8363636374473572,500,5
0.6057291626930237,0.840641713142395,0.8539489030838012,0.5454601287841797,0.840641713142395,0.840641713142395,0.840641713142395,500,6
0.5489396154880524,0.840641713142395,0.8589657068252563,0.47265778183937074,0.840641713142395,0.840641713142395,0.840641713142395,500,7
0.5149629473686218,0.8438502669334411,0.8668787837028503,0.43567516207695006,0.8438502669334411,0.8438502669334411,0.8438502669334411,500,8
0.5656103432178498,0.8299465179443359,0.8747560143470764,0.48964136838912964,0.8299465179443359,0.8299465179443359,0.8299465179443359,500,9
0.5721469044685363,0.8491978645324707,0.8540556907653809,0.5046066999435425,0.8491978645324707,0.8491978645324707,0.8491978645324707,550,0
0.44989125728607177,0.8459893226623535,0.8978116750717163,0.47552040219306946,0.8459893226623535,0.8459893226623535,0.8459893226623535,550,1
0.5769748508930206,0.8427807331085205,0.8648852348327637,0.5116978645324707,0.8427807331085205,0.8427807331085205,0.8427807331085205,550,2
0.6100549817085266,0.8278074860572815,0.83406001329422,0.4898093521595001,0.8278074860572815,0.8278074860572815,0.8278074860572815,550,3
0.4704545557498932,0.848128342628479,0.867507004737854,0.46405898332595824,0.848128342628479,0.848128342628479,0.848128342628479,550,4
0.5589399397373199,0.8534759402275085,0.8956068634986878,0.4682339012622833,0.8534759402275085,0.8534759402275085,0.8534759402275085,550,5
0.6056504011154175,0.8556149721145629,0.8615902543067933,0.5660968065261841,0.8556149721145629,0.8556149721145629,0.8556149721145629,550,6
0.4940867185592651,0.8417112231254578,0.8659732818603516,0.47194125652313235,0.8417112231254578,0.8417112231254578,0.8417112231254578,550,7
0.524261075258255,0.8171123027801513,0.8362938523292541,0.4572367548942566,0.8171123027801513,0.8171123027801513,0.8171123027801513,550,8
0.5376867353916168,0.8545454621315003,0.8719149470329285,0.476784759759903,0.8545454621315003,0.8545454621315003,0.8545454621315003,550,9
0.5778867959976196,0.8224599003791809,0.8586920022964477,0.45962796807289125,0.8224599003791809,0.8224599003791809,0.8224599003791809,600,0
0.4813142538070679,0.8470588207244873,0.8635177850723267,0.47381352782249453,0.8470588207244873,0.8470588207244873,0.8470588207244873,600,1
0.4543030858039856,0.8459892988204956,0.8712826251983643,0.45156591534614565,0.8459892988204956,0.8459892988204956,0.8459892988204956,600,2
0.5996122241020203,0.848128342628479,0.8632091641426086,0.4796768128871918,0.848128342628479,0.848128342628479,0.848128342628479,600,3
0.48188900351524355,0.8267379641532898,0.8863851189613342,0.5024403154850006,0.8267379641532898,0.8267379641532898,0.8267379641532898,600,4
0.5800277948379516,0.8545454621315003,0.8864621758460999,0.54669349193573,0.8545454621315003,0.8545454621315003,0.8545454621315003,600,5
0.5775415539741516,0.8427807450294494,0.8841672539710999,0.5061743140220643,0.8427807450294494,0.8427807450294494,0.8427807450294494,600,6
0.49883474707603453,0.8374331593513489,0.8461058616638184,0.47425734996795654,0.8374331593513489,0.8374331593513489,0.8374331593513489,600,7
0.6084945619106292,0.848128342628479,0.8511151432991028,0.5119468152523041,0.848128342628479,0.848128342628479,0.848128342628479,600,8
0.5935266315937042,0.8406417012214661,0.857760775089264,0.4680384576320648,0.8406417012214661,0.8406417012214661,0.8406417012214661,600,9
0.46004998087883,0.8491978645324707,0.8608454823493957,0.4745823800563812,0.8491978645324707,0.8491978645324707,0.8491978645324707,650,0
0.5139552474021911,0.8427807450294494,0.8733215093612671,0.47187088131904603,0.8427807450294494,0.8427807450294494,0.8427807450294494,650,1
0.5115413248538971,0.8641711235046386,0.8545678496360779,0.4937156796455383,0.8641711235046386,0.8641711235046386,0.8641711235046386,650,2
0.5308228731155396,0.83743314743042,0.8553488254547119,0.4612224459648132,0.83743314743042,0.83743314743042,0.83743314743042,650,3
0.5477002799510956,0.8427807569503785,0.8478599548339844,0.45779027938842776,0.8427807569503785,0.8427807569503785,0.8427807569503785,650,4
0.5048227548599243,0.8385026931762696,0.8642149567604065,0.4731304407119751,0.8385026931762696,0.8385026931762696,0.8385026931762696,650,5
0.5164744555950165,0.8491978645324707,0.847194230556488,0.4792274057865143,0.8491978645324707,0.8491978645324707,0.8491978645324707,650,6
0.4353628396987915,0.8267379641532898,0.8719037890434265,0.4445121169090271,0.8267379641532898,0.8267379641532898,0.8267379641532898,650,7
0.5018625855445862,0.8470588088035583,0.8786184430122376,0.4499974250793457,0.8470588088035583,0.8470588088035583,0.8470588088035583,650,8
0.4831689357757568,0.8459892988204956,0.8853721737861633,0.47464237213134763,0.8459892988204956,0.8459892988204956,0.8459892988204956,650,9
0.5117224752902985,0.8609625577926636,0.8271158099174499,0.5267112612724304,0.8609625577926636,0.8609625577926636,0.8609625577926636,700,0
0.554201728105545,0.8438502669334411,0.8652571201324463,0.4948716342449188,0.8438502669334411,0.8438502669334411,0.8438502669334411,700,1
0.45343493223190307,0.8352941155433655,0.8762473821640014,0.482488340139389,0.8352941155433655,0.8352941155433655,0.8352941155433655,700,2
0.4701467752456665,0.8352941155433655,0.8712825894355773,0.43838077783584595,0.8352941155433655,0.8352941155433655,0.8352941155433655,700,3
0.6134215593338013,0.8267379641532898,0.8092480301856995,0.4562626242637634,0.8267379641532898,0.8267379641532898,0.8267379641532898,700,4
0.6509381771087647,0.8427807569503785,0.8723685264587402,0.47586392164230346,0.8427807569503785,0.8427807569503785,0.8427807569503785,700,5
0.5607873618602752,0.8299465298652648,0.8711123108863831,0.46329412460327146,0.8299465298652648,0.8299465298652648,0.8299465298652648,700,6
0.572575968503952,0.8502673625946044,0.7686285257339478,0.4839478969573975,0.8502673625946044,0.8502673625946044,0.8502673625946044,700,7
0.4382388234138489,0.8534759402275085,0.8798025369644165,0.476563435792923,0.8534759402275085,0.8534759402275085,0.8534759402275085,700,8
0.43965073823928835,0.8385026693344116,0.8843714118003845,0.43173648715019225,0.8385026693344116,0.8385026693344116,0.8385026693344116,700,9
